respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label
520,23-27,Male,Tier_1,Student,Above_100k,1,0,1,0,1,1,1,1,0,5-7_days,Sports_club,1,0,0,0,0,0,0,0,Yes_occasional,4715,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,Yearly,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,5,3,3,1,0,1,1,1,1,0,1,Prefers_3rd_party,4872,No,Outdoor_Enthusiast
521,18-22,Male,Tier_3,Student,60k-80k,1,0,0,1,0,0,0,0,0,5-7_days,Outdoors,1,0,0,0,0,0,0,0,No,532,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,Every_6_months,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,3,4,3,0,1,1,0,1,1,0,Uses_regularly,751,Yes,Budget_Student
522,23-27,Male,Tier_1,Salaried_Private,60k-80k,1,1,1,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,1,0,0,0,0,0,No,4289,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,Every_2-3_months,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,2,4,3,1,1,1,1,1,0,0,0,Uses_regularly,5107,Yes,Casual_Gym_Goer
523,23-27,Female,Metro,Business_Owner,Below_20k,0,0,1,0,1,0,0,0,0,5-7_days,Commercial_gym,1,1,1,0,0,0,1,1,Yes_occasional,2076,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,Monthly_or_more,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,5,4,2,4,1,0,1,0,0,0,0,Uses_regularly,2901,Yes,Serious_Athlete
524,23-27,Female,Metro,Salaried_Private,40k-60k,1,1,1,0,0,0,0,0,0,3-4_days,Home,1,1,1,1,1,1,0,0,Yes_influences_purchases,1794,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,Every_6_months,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,3,3,4,5,0,1,1,0,1,1,0,Prefers_3rd_party,2735,Maybe,Fashion_First
525,33-35,Female,Metro,Student,80k-100k,1,0,1,1,1,1,0,0,0,3-4_days,Commercial_gym,1,0,1,0,0,1,1,0,Yes_occasional,8609,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,Rarely,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,2,3,3,5,1,0,1,1,0,0,1,Uses_regularly,14799,Maybe,Serious_Athlete
526,18-22,Female,Tier_3,Salaried_Public,40k-60k,1,0,0,0,0,1,0,1,0,1-2_days,Commercial_gym,0,0,0,0,1,0,1,0,Yes_influences_purchases,4066,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,Every_2-3_months,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,3,4,4,2,1,1,0,1,1,0,0,Uses_regularly,7067,Yes,Casual_Gym_Goer
527,28-32,Female,Metro,Salaried_Private,60k-80k,0,1,0,0,1,1,1,0,0,3-4_days,Commercial_gym,1,0,0,0,1,1,0,1,No,1313,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,Yearly,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,4,5,3,1,0,1,0,0,1,0,Prefers_3rd_party,1319,No,Budget_Student
528,28-32,Female,Metro,Student,20k-40k,1,1,1,0,0,1,0,0,0,5-7_days,Commercial_gym,0,0,0,0,0,0,0,0,No,322,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Yearly,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,2,3,3,5,0,1,0,1,1,0,0,Installed_rarely,355,No,Budget_Student
529,33-35,Male,Tier_1,Freelancer,20k-40k,0,1,1,1,1,1,1,0,0,5-7_days,Outdoors,0,0,1,0,0,1,1,1,Yes_influences_purchases,1759,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,Yearly,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,4,4,3,2,1,1,0,1,1,0,0,Uses_regularly,3162,Yes,Outdoor_Enthusiast
530,28-32,Female,Metro,Salaried_Private,40k-60k,1,0,0,0,0,1,1,1,0,3-4_days,Commercial_gym,0,1,1,1,0,1,0,0,Yes_occasional,493,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,Every_2-3_months,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,2,3,5,2,1,0,1,1,1,1,0,Uses_regularly,711,Yes,Casual_Gym_Goer
531,28-32,Female,Metro,Salaried_Public,60k-80k,1,0,1,1,0,0,1,0,0,1-2_days,Outdoors,0,1,1,0,1,1,0,1,Yes_influences_purchases,3332,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Monthly_or_more,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,4,4,3,2,0,0,0,0,0,0,1,Prefers_3rd_party,3248,Maybe,Outdoor_Enthusiast
532,28-32,Male,Tier_3,Student,Below_20k,0,1,1,1,0,1,0,1,0,5-7_days,Outdoors,0,1,1,1,0,0,0,1,Yes_influences_purchases,1058,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,Every_6_months,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,5,5,2,5,0,1,1,1,0,0,1,No_mobile_shopping,1230,Yes,Outdoor_Enthusiast
533,28-32,Female,Tier_1,Student,20k-40k,1,0,1,0,0,0,0,0,0,3-4_days,Home,0,0,1,1,0,1,1,1,Yes_occasional,2310,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,Every_6_months,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,5,4,3,5,1,0,1,1,0,0,0,Installed_rarely,2184,Yes,Casual_Gym_Goer
534,18-22,Female,Metro,Business_Owner,60k-80k,0,0,1,0,0,0,0,0,0,5-7_days,Commercial_gym,0,1,1,0,0,1,0,0,Yes_influences_purchases,2983,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Rarely,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,3,1,3,5,1,1,1,1,0,0,0,Installed_rarely,4013,Yes,Fashion_First
535,33-35,Male,Metro,Salaried_Public,20k-40k,1,0,1,0,0,1,0,0,0,5-7_days,Commercial_gym,0,1,0,0,0,0,1,1,Yes_influences_purchases,3803,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Monthly_or_more,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,4,3,1,0,1,0,1,0,1,Installed_rarely,4231,Yes,Serious_Athlete
536,23-27,Male,Metro,Student,20k-40k,0,1,0,1,0,0,1,1,0,1-2_days,Home,1,1,1,1,0,0,0,1,Yes_occasional,1197,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,Every_2-3_months,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,4,5,3,4,0,1,1,1,0,1,0,Prefers_3rd_party,1680,Yes,Casual_Gym_Goer
537,28-32,Female,Metro,Student,60k-80k,1,1,0,0,0,0,0,0,0,3-4_days,Home,1,0,0,0,1,1,0,0,Yes_occasional,3733,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,Every_6_months,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,3,4,4,1,1,0,1,1,0,1,Installed_rarely,3919,No,Fashion_First
538,23-27,Female,Tier_1,Business_Owner,80k-100k,1,0,1,0,0,0,1,0,0,5-7_days,Commercial_gym,0,1,0,0,1,1,0,0,Yes_influences_purchases,2756,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,Monthly_or_more,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,3,4,3,4,1,0,1,1,1,0,0,Prefers_3rd_party,4113,No,Serious_Athlete
539,18-22,Male,Tier_1,Student,60k-80k,1,0,1,0,0,0,0,1,0,5-7_days,Commercial_gym,0,1,0,1,1,1,1,1,Yes_occasional,2806,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,Monthly_or_more,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,4,4,5,4,1,0,1,1,0,0,0,No_mobile_shopping,3512,Yes,Serious_Athlete
540,28-32,Male,Tier_2,Salaried_Private,Above_100k,0,1,1,0,1,1,1,0,0,5-7_days,Outdoors,1,0,1,0,1,0,0,1,No,8209,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,Yearly,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,4,5,2,3,1,1,1,1,1,1,1,Prefers_3rd_party,8375,Maybe,Outdoor_Enthusiast
541,18-22,Male,Tier_2,Student,60k-80k,1,0,1,0,1,1,0,0,0,5-7_days,Commercial_gym,1,1,0,0,1,1,0,1,Yes_influences_purchases,1799,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Rarely,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,3,3,4,5,0,1,1,1,1,0,0,Prefers_3rd_party,1951,Maybe,Budget_Student
542,23-27,Male,Metro,Student,40k-60k,0,1,0,0,1,1,0,1,0,3-4_days,Home,0,0,0,1,0,1,1,0,Yes_influences_purchases,2067,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,Every_6_months,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,5,4,4,1,0,0,1,0,0,0,Prefers_3rd_party,2499,Maybe,Fashion_First
543,23-27,Prefer_not_to_say,Tier_3,Salaried_Private,20k-40k,1,1,0,1,0,1,0,0,0,0_days,Outdoors,0,1,1,1,0,1,0,1,Yes_occasional,2415,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,Yearly,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,5,3,4,1,0,1,1,1,0,1,1,Prefers_3rd_party,3503,No,Outdoor_Enthusiast
544,18-22,Male,Tier_1,Business_Owner,40k-60k,0,0,0,0,0,0,0,1,0,1-2_days,Commercial_gym,1,0,1,0,0,0,0,1,Yes_influences_purchases,1181,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,Yearly,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,3,3,4,4,0,1,1,1,1,1,0,No_mobile_shopping,1413,Maybe,Budget_Student
545,28-32,Male,Metro,Salaried_Private,40k-60k,1,0,1,0,0,0,0,0,0,5-7_days,Sports_club,1,1,0,0,1,0,0,0,No,2005,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,Every_2-3_months,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,3,3,2,3,1,1,0,0,0,0,0,Prefers_3rd_party,2659,Yes,Serious_Athlete
546,23-27,Male,Tier_2,Salaried_Private,60k-80k,1,0,0,0,0,0,0,1,0,3-4_days,Sports_club,1,0,0,0,1,1,0,1,Yes_influences_purchases,3636,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,Every_6_months,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,3,3,2,5,1,0,0,1,0,0,0,Prefers_3rd_party,5116,Yes,Casual_Gym_Goer
547,33-35,Prefer_not_to_say,Metro,Salaried_Private,40k-60k,0,0,0,1,0,1,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,1,0,1,Yes_influences_purchases,2211,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,Monthly_or_more,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,4,5,4,3,1,1,0,1,1,0,0,Uses_regularly,3230,Maybe,Casual_Gym_Goer
548,23-27,Male,Tier_1,Salaried_Private,40k-60k,0,0,0,1,0,0,0,1,0,5-7_days,Home,0,1,1,0,0,0,0,1,Yes_influences_purchases,3991,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,Yearly,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,2,3,3,3,0,1,1,0,0,0,0,Prefers_3rd_party,5517,Yes,Serious_Athlete
549,23-27,Female,Tier_2,Freelancer,40k-60k,1,1,1,0,0,0,1,0,0,3-4_days,Home,0,0,0,0,0,0,0,0,Yes_influences_purchases,14369,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,Every_2-3_months,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,3,4,3,3,1,1,1,1,1,0,1,No_mobile_shopping,12249,Yes,Outdoor_Enthusiast
550,23-27,Male,Metro,Salaried_Private,40k-60k,0,0,0,0,0,0,0,0,1,5-7_days,Home,0,1,0,0,0,0,0,1,Yes_influences_purchases,325,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,Every_6_months,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,2,5,4,2,1,0,1,1,1,0,0,Prefers_3rd_party,354,Yes,Casual_Gym_Goer
551,23-27,Male,Tier_2,Salaried_Private,80k-100k,0,1,1,1,0,0,0,0,0,0_days,Outdoors,1,1,0,0,1,1,1,0,Yes_influences_purchases,5377,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,Every_6_months,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,3,4,4,4,0,1,1,0,1,0,0,Prefers_3rd_party,211,No,Fashion_First
552,23-27,Female,Metro,Salaried_Private,40k-60k,1,0,1,1,1,1,0,0,0,5-7_days,Commercial_gym,1,0,1,0,0,0,1,1,Yes_occasional,3268,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,Monthly_or_more,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,3,3,4,4,0,0,1,0,0,1,0,Prefers_3rd_party,3458,Yes,Serious_Athlete
553,28-32,Male,Tier_2,Salaried_Public,80k-100k,1,0,0,0,0,0,1,0,0,5-7_days,Commercial_gym,1,1,1,1,1,0,0,0,Yes_occasional,9448,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,Every_6_months,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,3,3,4,4,1,0,1,0,1,0,1,Uses_regularly,17663,Yes,Casual_Gym_Goer
554,28-32,Female,Metro,Salaried_Private,Below_20k,0,0,0,1,0,0,0,0,0,1-2_days,Home,1,0,0,0,1,1,0,1,Yes_influences_purchases,154,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,Every_6_months,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,2,5,4,4,1,1,1,1,0,0,0,Installed_rarely,221,No,Budget_Student
555,23-27,Male,Metro,Salaried_Public,80k-100k,0,0,0,0,1,1,0,1,0,3-4_days,Commercial_gym,0,1,1,0,0,0,1,1,Yes_influences_purchases,10578,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,Every_2-3_months,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,2,3,3,3,1,0,1,1,1,1,0,Installed_rarely,9437,Yes,Serious_Athlete
556,28-32,Female,Metro,Student,80k-100k,1,1,0,0,0,1,1,1,0,3-4_days,Commercial_gym,0,1,0,1,0,0,1,0,Yes_occasional,4024,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,Every_6_months,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,3,5,4,2,1,1,0,1,0,0,0,Prefers_3rd_party,4331,Yes,Casual_Gym_Goer
557,18-22,Female,Tier_2,Salaried_Private,40k-60k,0,1,1,1,1,0,1,1,0,1-2_days,Outdoors,1,1,0,1,0,1,0,0,Yes_influences_purchases,420,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,Every_2-3_months,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,3,2,4,3,1,0,0,1,1,0,0,Installed_rarely,646,Yes,Casual_Gym_Goer
558,18-22,Female,Metro,Salaried_Private,Below_20k,1,0,0,1,0,0,0,0,0,3-4_days,Home,1,0,1,1,1,0,0,1,Yes_influences_purchases,2162,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,Yearly,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,2,3,4,4,0,1,1,1,1,0,1,Prefers_3rd_party,1964,Maybe,Fashion_First
559,23-27,Male,Tier_2,Student,60k-80k,0,1,0,0,0,0,1,1,0,5-7_days,Commercial_gym,0,0,0,0,0,1,0,0,Yes_occasional,4589,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,Every_2-3_months,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,3,2,4,3,1,1,1,1,1,1,0,Prefers_3rd_party,6540,Yes,Fashion_First
560,18-22,Female,Metro,Freelancer,60k-80k,1,1,0,0,0,0,0,0,0,0_days,Home,1,0,1,1,0,1,0,1,No,5365,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,Every_2-3_months,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,4,4,3,4,0,1,1,0,1,0,0,Uses_regularly,9414,Yes,Fashion_First
561,28-32,Prefer_not_to_say,Tier_1,Salaried_Private,40k-60k,1,0,0,0,0,1,0,0,0,5-7_days,Home,1,1,0,0,0,1,0,1,No,3085,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,Monthly_or_more,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,3,4,4,5,1,0,1,0,0,0,0,Prefers_3rd_party,3620,Yes,Serious_Athlete
562,28-32,Male,Metro,Student,40k-60k,1,0,0,0,0,1,0,1,0,3-4_days,Commercial_gym,0,1,0,0,0,0,0,0,Yes_occasional,2188,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,Every_2-3_months,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,3,3,5,1,1,0,0,0,0,1,Installed_rarely,2150,Yes,Casual_Gym_Goer
563,28-32,Male,Metro,Business_Owner,80k-100k,0,1,1,1,0,0,1,1,0,3-4_days,Commercial_gym,0,0,1,0,1,1,1,0,Yes_influences_purchases,6416,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,Every_6_months,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,4,5,3,3,1,0,1,0,0,1,1,Uses_regularly,211,Yes,Outdoor_Enthusiast
564,23-27,Female,Tier_2,Student,20k-40k,0,1,0,0,1,0,0,1,0,0_days,Outdoors,1,0,0,0,1,1,0,0,Yes_occasional,2630,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,Every_2-3_months,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,4,4,5,0,1,1,0,1,0,0,Uses_regularly,3278,Yes,Fashion_First
565,23-27,Male,Metro,Salaried_Private,40k-60k,1,0,0,0,0,0,1,1,0,3-4_days,Commercial_gym,0,0,0,1,1,1,0,1,No,2645,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,Yearly,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,3,4,4,0,1,1,1,1,1,1,Uses_regularly,4361,No,Fashion_First
566,23-27,Female,Tier_1,Salaried_Private,40k-60k,1,0,1,1,0,1,0,1,0,5-7_days,Home,1,0,0,1,0,1,0,0,Yes_occasional,2085,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,Every_6_months,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,4,4,3,5,1,0,0,0,1,0,0,Installed_rarely,2667,Maybe,Fashion_First
567,18-22,Female,Tier_1,Business_Owner,20k-40k,0,1,1,1,0,0,1,0,0,3-4_days,Outdoors,0,0,1,0,0,1,1,0,Yes_occasional,100,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,Monthly_or_more,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,5,5,3,5,1,1,1,1,0,1,1,Uses_regularly,191,Maybe,Outdoor_Enthusiast
568,18-22,Male,Tier_1,Salaried_Private,80k-100k,1,0,1,0,0,0,0,0,0,5-7_days,Outdoors,1,0,0,0,0,1,1,1,No,8603,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,Monthly_or_more,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,4,5,4,4,1,1,0,1,1,0,1,Uses_regularly,10487,Yes,Serious_Athlete
569,28-32,Female,Tier_1,Salaried_Private,20k-40k,0,0,0,0,1,1,0,1,0,3-4_days,Outdoors,0,0,0,1,0,0,0,1,Yes_influences_purchases,13199,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,Every_2-3_months,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,2,3,1,2,1,1,0,1,0,0,0,No_mobile_shopping,15638,Maybe,Casual_Gym_Goer
570,33-35,Female,Tier_2,Salaried_Public,80k-100k,0,1,0,0,0,0,0,1,0,5-7_days,Sports_club,0,0,1,0,1,1,0,1,Yes_influences_purchases,6545,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,Every_2-3_months,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,2,3,4,3,0,1,0,1,1,1,0,Prefers_3rd_party,380,Yes,Fashion_First
571,18-22,Male,Tier_1,Salaried_Private,40k-60k,1,0,0,0,0,0,0,0,0,3-4_days,Outdoors,1,1,1,1,0,0,0,0,No,3205,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,Every_2-3_months,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,3,5,2,2,1,1,1,1,1,0,0,No_mobile_shopping,5067,Yes,Casual_Gym_Goer
572,28-32,Female,Tier_1,Business_Owner,40k-60k,0,0,1,1,1,1,1,0,0,5-7_days,Home,1,1,1,0,0,0,1,0,No,1574,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,Every_2-3_months,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,3,2,2,1,0,1,0,0,0,1,Prefers_3rd_party,1987,Yes,Outdoor_Enthusiast
573,28-32,Male,Tier_1,Freelancer,40k-60k,0,0,0,1,0,1,0,0,0,5-7_days,Outdoors,1,0,1,0,0,1,1,1,Yes_occasional,2413,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,Every_2-3_months,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,3,3,5,0,1,0,0,1,1,0,No_mobile_shopping,257,Yes,Fashion_First
574,33-35,Male,Tier_2,Salaried_Private,40k-60k,1,1,0,1,0,0,1,0,0,5-7_days,Outdoors,1,0,1,0,1,1,1,1,Yes_occasional,2024,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,Every_2-3_months,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,5,5,2,3,1,1,1,1,1,1,1,Prefers_3rd_party,1865,Yes,Outdoor_Enthusiast
575,18-22,Female,Tier_1,Freelancer,40k-60k,0,0,0,0,0,1,0,1,0,3-4_days,Outdoors,0,0,1,0,0,0,1,1,Yes_influences_purchases,195,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,Rarely,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,4,5,4,0,1,1,0,0,0,0,No_mobile_shopping,169,Maybe,Budget_Student
576,23-27,Male,Tier_1,Salaried_Private,60k-80k,0,1,1,1,0,0,0,0,0,1-2_days,Sports_club,0,0,0,0,1,0,0,1,Yes_influences_purchases,2984,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,Every_2-3_months,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,2,5,5,5,0,1,1,0,0,1,0,Uses_regularly,5451,Yes,Fashion_First
577,23-27,Female,Tier_1,Student,40k-60k,1,1,1,0,0,1,1,1,0,1-2_days,Commercial_gym,0,0,0,0,0,0,0,1,Yes_influences_purchases,961,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,Every_2-3_months,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,3,5,5,4,0,0,0,1,0,0,0,Installed_rarely,1279,No,Budget_Student
578,28-32,Male,Tier_1,Student,40k-60k,0,1,0,0,0,1,1,1,0,3-4_days,Home,1,0,0,1,1,0,0,0,Yes_influences_purchases,3974,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,Every_6_months,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,3,3,5,3,1,1,1,1,1,1,0,Prefers_3rd_party,5485,Yes,Fashion_First
579,18-22,Male,Tier_3,Student,Below_20k,1,0,0,0,0,1,1,0,0,1-2_days,Outdoors,1,1,0,1,0,1,0,0,Yes_influences_purchases,543,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,Every_6_months,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2,3,4,3,1,0,1,1,1,1,0,Installed_rarely,765,Yes,Budget_Student
580,33-35,Male,Tier_3,Student,Below_20k,1,1,1,0,0,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,1,1,1,Yes_influences_purchases,823,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,Monthly_or_more,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,3,3,3,4,1,1,0,0,0,0,0,No_mobile_shopping,810,Maybe,Casual_Gym_Goer
581,18-22,Female,Tier_2,Salaried_Private,60k-80k,1,0,1,0,0,0,0,0,0,5-7_days,Commercial_gym,0,0,0,0,0,1,0,1,No,5421,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,Every_2-3_months,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,3,4,3,5,1,1,1,1,0,1,0,Installed_rarely,7045,Yes,Fashion_First
582,28-32,Female,Tier_1,Salaried_Private,40k-60k,1,0,0,1,0,0,1,0,0,3-4_days,Dont_workout,0,0,0,0,0,1,0,1,Yes_influences_purchases,3144,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,Every_2-3_months,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,3,3,4,5,1,1,1,1,1,1,0,Prefers_3rd_party,4487,Maybe,Fashion_First
